Id,Level,Name,Desc,EffectID,ShaderID,MaterialId,Intensity,IsStackable,IsCountable,MaxStackNum,IsMaxStackOnCreate,MaxStackNewBuffID,RemoveOnCast,ActiveBegionAttribOnCast,Count,Interval,DotType,TriggerHP,Exclude,SrcExclude,FunctionExclude,DescType,DescMSec,DescEffect,DescMinTick,DescMaxCount,IsSave,DeleteOnDeath,DeleteOnSafe,DeleteOnBattleEnd,DeleteOnLeaveScene,DeleteOnNoFighting,DeleteOnSpecialState,DeleteOnSpecialRun,IsOffLineClock,FindTargetsRelasion,FindTargetsCountMax,FindTargetsRadius,FindTargetsCharacterType,DispelType,NeedAttrPointPercent,NeedAttrPointID,BeginAttrib1,BeginValue1A,BeginValue1B,BeginAttrib2,BeginValue2A,BeginValue2B,BeginAttrib3,BeginValue3A,BeginValue3B,BeginAttrib4,BeginValue4A,BeginValue4B,BeginAttrib5,BeginValue5A,BeginValue5B,BeginAttrib6,BeginValue6A,BeginValue6B,ActiveAttrib1,ActiveValue1A,ActiveValue1B,ActiveAttrib2,ActiveValue2A,ActiveValue2B,ActiveAttrib3,ActiveValue3A,ActiveValue3B,EndTimeAttrib1,EndTimeValue1A,EndTimeValue1B,EndTimeAttrib2,EndTimeValue2A,EndTimeValue2B,EndTimeAttrib3,EndTimeValue3A,EndTimeValue3B,BeClearAttrib1,BeClearValue1A,BeClearValue1B,BeClearAttrib2,BeClearValue2A,BeClearValue2B,BeClearAttrib3,BeClearValue3A,BeClearValue3B,BeDispelAttrib1,BeDispelValue1A,BeDispelValue1B,BeShieldAttrib1,BeShieldValue1A,BeShieldValue1B,BeDelAttrib1,BeDelValue1A,BeDelValue1B,IconAtlas,IconName,ShowDesc,ShowType,ShowValue,SyncToSelfClient,SyncToOtherClient,SrcVisible
317,33,内息澎湃生命提升,内息澎湃生命提升，承疗增加,107,0,0,33,0,0,1,0,0,0,0,1,6500,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,0,0,,0,0,lifemax_v_nocur,13611,0,healeffect_v,1452,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Buff,Buff_Shengmingzengjia,[d73e1a]处于生命值提升，承疗量增加状态[-],1,0,1,1,0
317,34,内息澎湃生命提升,内息澎湃生命提升，承疗增加,107,0,0,34,0,0,1,0,0,0,0,1,6500,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,0,0,,0,0,lifemax_v_nocur,14985,0,healeffect_v,1470,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Buff,Buff_Shengmingzengjia,[d73e1a]处于生命值提升，承疗量增加状态[-],1,0,1,1,0
317,35,内息澎湃生命提升,内息澎湃生命提升，承疗增加,107,0,0,35,0,0,1,0,0,0,0,1,6500,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,0,0,,0,0,lifemax_v_nocur,15199,0,healeffect_v,1488,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Buff,Buff_Shengmingzengjia,[d73e1a]处于生命值提升，承疗量增加状态[-],1,0,1,1,0
317,36,内息澎湃生命提升,内息澎湃生命提升，承疗增加,107,0,0,36,0,0,1,0,0,0,0,1,6500,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,0,0,,0,0,lifemax_v_nocur,15413,0,healeffect_v,1506,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Buff,Buff_Shengmingzengjia,[d73e1a]处于生命值提升，承疗量增加状态[-],1,0,1,1,0
317,37,内息澎湃生命提升,内息澎湃生命提升，承疗增加,107,0,0,37,0,0,1,0,0,0,0,1,6500,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,0,0,,0,0,lifemax_v_nocur,15627,0,healeffect_v,1524,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Buff,Buff_Shengmingzengjia,[d73e1a]处于生命值提升，承疗量增加状态[-],1,0,1,1,0
317,38,内息澎湃生命提升,内息澎湃生命提升，承疗增加,107,0,0,38,0,0,1,0,0,0,0,1,6500,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,0,0,,0,0,lifemax_v_nocur,15841,0,healeffect_v,1542,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Buff,Buff_Shengmingzengjia,[d73e1a]处于生命值提升，承疗量增加状态[-],1,0,1,1,0
317,39,内息澎湃生命提升,内息澎湃生命提升，承疗增加,107,0,0,39,0,0,1,0,0,0,0,1,6500,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,0,0,,0,0,lifemax_v_nocur,17343,0,healeffect_v,1560,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Buff,Buff_Shengmingzengjia,[d73e1a]处于生命值提升，承疗量增加状态[-],1,0,1,1,0
317,40,内息澎湃生命提升,内息澎湃生命提升，承疗增加,107,0,0,40,0,0,1,0,0,0,0,1,6500,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,0,0,,0,0,lifemax_v_nocur,17575,0,healeffect_v,1578,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Buff,Buff_Shengmingzengjia,[d73e1a]处于生命值提升，承疗量增加状态[-],1,0,1,1,0
317,41,内息澎湃生命提升,内息澎湃生命提升，承疗增加,107,0,0,41,0,0,1,0,0,0,0,1,6500,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,0,0,,0,0,lifemax_v_nocur,17806,0,healeffect_v,1596,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Buff,Buff_Shengmingzengjia,[d73e1a]处于生命值提升，承疗量增加状态[-],1,0,1,1,0
317,42,内息澎湃生命提升,内息澎湃生命提升，承疗增加,107,0,0,42,0,0,1,0,0,0,0,1,6500,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,0,0,,0,0,lifemax_v_nocur,18037,0,healeffect_v,1614,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Buff,Buff_Shengmingzengjia,[d73e1a]处于生命值提升，承疗量增加状态[-],1,0,1,1,0
317,43,内息澎湃生命提升,内息澎湃生命提升，承疗增加,107,0,0,43,0,0,1,0,0,0,0,1,6500,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,0,0,,0,0,lifemax_v_nocur,18268,0,healeffect_v,1632,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Buff,Buff_Shengmingzengjia,[d73e1a]处于生命值提升，承疗量增加状态[-],1,0,1,1,0
317,44,内息澎湃生命提升,内息澎湃生命提升，承疗增加,107,0,0,44,0,0,1,0,0,0,0,1,6500,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,0,0,,0,0,lifemax_v_nocur,19903,0,healeffect_v,1650,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Buff,Buff_Shengmingzengjia,[d73e1a]处于生命值提升，承疗量增加状态[-],1,0,1,1,0
317,45,内息澎湃生命提升,内息澎湃生命提升，承疗增加,107,0,0,45,0,0,1,0,0,0,0,1,6500,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,0,0,,0,0,lifemax_v_nocur,20152,0,healeffect_v,1668,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Buff,Buff_Shengmingzengjia,[d73e1a]处于生命值提升，承疗量增加状态[-],1,0,1,1,0
317,46,内息澎湃生命提升,内息澎湃生命提升，承疗增加,107,0,0,46,0,0,1,0,0,0,0,1,6500,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,0,0,,0,0,lifemax_v_nocur,20400,0,healeffect_v,1686,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Buff,Buff_Shengmingzengjia,[d73e1a]处于生命值提升，承疗量增加状态[-],1,0,1,1,0
317,47,内息澎湃生命提升,内息澎湃生命提升，承疗增加,107,0,0,47,0,0,1,0,0,0,0,1,6500,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,0,0,,0,0,lifemax_v_nocur,20649,0,healeffect_v,1704,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Buff,Buff_Shengmingzengjia,[d73e1a]处于生命值提升，承疗量增加状态[-],1,0,1,1,0
317,48,内息澎湃生命提升,内息澎湃生命提升，承疗增加,107,0,0,48,0,0,1,0,0,0,0,1,6500,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,0,0,,0,0,lifemax_v_nocur,20898,0,healeffect_v,1722,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Buff,Buff_Shengmingzengjia,[d73e1a]处于生命值提升，承疗量增加状态[-],1,0,1,1,0
317,49,内息澎湃生命提升,内息澎湃生命提升，承疗增加,107,0,0,49,0,0,1,0,0,0,0,1,6500,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,0,0,,0,0,lifemax_v_nocur,22668,0,healeffect_v,1740,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Buff,Buff_Shengmingzengjia,[d73e1a]处于生命值提升，承疗量增加状态[-],1,0,1,1,0
317,50,内息澎湃生命提升,内息澎湃生命提升，承疗增加,107,0,0,50,0,0,1,0,0,0,0,1,6500,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,0,0,,0,0,lifemax_v_nocur,22935,0,healeffect_v,1758,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Buff,Buff_Shengmingzengjia,[d73e1a]处于生命值提升，承疗量增加状态[-],1,0,1,1,0
317,51,内息澎湃生命提升,内息澎湃生命提升，承疗增加,107,0,0,51,0,0,1,0,0,0,0,1,6500,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,0,0,,0,0,lifemax_v_nocur,23202,0,healeffect_v,1776,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Buff,Buff_Shengmingzengjia,[d73e1a]处于生命值提升，承疗量增加状态[-],1,0,1,1,0
317,52,内息澎湃生命提升,内息澎湃生命提升，承疗增加,107,0,0,52,0,0,1,0,0,0,0,1,6500,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,0,0,,0,0,lifemax_v_nocur,23468,0,healeffect_v,1794,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Buff,Buff_Shengmingzengjia,[d73e1a]处于生命值提升，承疗量增加状态[-],1,0,1,1,0
317,53,内息澎湃生命提升,内息澎湃生命提升，承疗增加,107,0,0,53,0,0,1,0,0,0,0,1,6500,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,0,0,,0,0,lifemax_v_nocur,23735,0,healeffect_v,1812,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Buff,Buff_Shengmingzengjia,[d73e1a]处于生命值提升，承疗量增加状态[-],1,0,1,1,0
317,54,内息澎湃生命提升,内息澎湃生命提升，承疗增加,107,0,0,54,0,0,1,0,0,0,0,1,6500,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,0,0,,0,0,lifemax_v_nocur,25646,0,healeffect_v,1830,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Buff,Buff_Shengmingzengjia,[d73e1a]处于生命值提升，承疗量增加状态[-],1,0,1,1,0
317,55,内息澎湃生命提升,内息澎湃生命提升，承疗增加,107,0,0,55,0,0,1,0,0,0,0,1,6500,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,0,0,,0,0,lifemax_v_nocur,25931,0,healeffect_v,1848,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Buff,Buff_Shengmingzengjia,[d73e1a]处于生命值提升，承疗量增加状态[-],1,0,1,1,0
317,56,内息澎湃生命提升,内息澎湃生命提升，承疗增加,107,0,0,56,0,0,1,0,0,0,0,1,6500,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,0,0,,0,0,lifemax_v_nocur,26216,0,healeffect_v,1866,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Buff,Buff_Shengmingzengjia,[d73e1a]处于生命值提升，承疗量增加状态[-],1,0,1,1,0
317,57,内息澎湃生命提升,内息澎湃生命提升，承疗增加,107,0,0,57,0,0,1,0,0,0,0,1,6500,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,0,0,,0,0,lifemax_v_nocur,26501,0,healeffect_v,1884,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Buff,Buff_Shengmingzengjia,[d73e1a]处于生命值提升，承疗量增加状态[-],1,0,1,1,0
317,58,内息澎湃生命提升,内息澎湃生命提升，承疗增加,107,0,0,58,0,0,1,0,0,0,0,1,6500,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,0,0,,0,0,lifemax_v_nocur,26786,0,healeffect_v,1902,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Buff,Buff_Shengmingzengjia,[d73e1a]处于生命值提升，承疗量增加状态[-],1,0,1,1,0
317,59,内息澎湃生命提升,内息澎湃生命提升，承疗增加,107,0,0,59,0,0,1,0,0,0,0,1,6500,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,0,0,,0,0,lifemax_v_nocur,28840,0,healeffect_v,1920,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Buff,Buff_Shengmingzengjia,[d73e1a]处于生命值提升，承疗量增加状态[-],1,0,1,1,0
317,60,内息澎湃生命提升,内息澎湃生命提升，承疗增加,107,0,0,60,0,0,1,0,0,0,0,1,6500,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,0,0,,0,0,lifemax_v_nocur,29144,0,healeffect_v,1938,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Buff,Buff_Shengmingzengjia,[d73e1a]处于生命值提升，承疗量增加状态[-],1,0,1,1,0
317,61,内息澎湃生命提升,内息澎湃生命提升，承疗增加,107,0,0,61,0,0,1,0,0,0,0,1,6500,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,0,0,,0,0,lifemax_v_nocur,29447,0,healeffect_v,1956,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Buff,Buff_Shengmingzengjia,[d73e1a]处于生命值提升，承疗量增加状态[-],1,0,1,1,0
317,62,内息澎湃生命提升,内息澎湃生命提升，承疗增加,107,0,0,62,0,0,1,0,0,0,0,1,6500,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,0,0,,0,0,lifemax_v_nocur,29751,0,healeffect_v,1974,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Buff,Buff_Shengmingzengjia,[d73e1a]处于生命值提升，承疗量增加状态[-],1,0,1,1,0
317,63,内息澎湃生命提升,内息澎湃生命提升，承疗增加,107,0,0,63,0,0,1,0,0,0,0,1,6500,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,0,0,,0,0,lifemax_v_nocur,30054,0,healeffect_v,1992,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Buff,Buff_Shengmingzengjia,[d73e1a]处于生命值提升，承疗量增加状态[-],1,0,1,1,0
317,64,内息澎湃生命提升,内息澎湃生命提升，承疗增加,107,0,0,64,0,0,1,0,0,0,0,1,6500,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,0,0,,0,0,lifemax_v_nocur,32257,0,healeffect_v,2010,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Buff,Buff_Shengmingzengjia,[d73e1a]处于生命值提升，承疗量增加状态[-],1,0,1,1,0
317,65,内息澎湃生命提升,内息澎湃生命提升，承疗增加,107,0,0,65,0,0,1,0,0,0,0,1,6500,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,0,0,,0,0,lifemax_v_nocur,32580,0,healeffect_v,2028,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Buff,Buff_Shengmingzengjia,[d73e1a]处于生命值提升，承疗量增加状态[-],1,0,1,1,0
317,66,内息澎湃生命提升,内息澎湃生命提升，承疗增加,107,0,0,66,0,0,1,0,0,0,0,1,6500,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,0,0,,0,0,lifemax_v_nocur,32902,0,healeffect_v,2046,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Buff,Buff_Shengmingzengjia,[d73e1a]处于生命值提升，承疗量增加状态[-],1,0,1,1,0
317,67,内息澎湃生命提升,内息澎湃生命提升，承疗增加,107,0,0,67,0,0,1,0,0,0,0,1,6500,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,0,0,,0,0,lifemax_v_nocur,33225,0,healeffect_v,2064,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Buff,Buff_Shengmingzengjia,[d73e1a]处于生命值提升，承疗量增加状态[-],1,0,1,1,0
317,68,内息澎湃生命提升,内息澎湃生命提升，承疗增加,107,0,0,68,0,0,1,0,0,0,0,1,6500,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,0,0,,0,0,lifemax_v_nocur,33547,0,healeffect_v,2082,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Buff,Buff_Shengmingzengjia,[d73e1a]处于生命值提升，承疗量增加状态[-],1,0,1,1,0
317,69,内息澎湃生命提升,内息澎湃生命提升，承疗增加,107,0,0,69,0,0,1,0,0,0,0,1,6500,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,0,0,,0,0,lifemax_v_nocur,35902,0,healeffect_v,2100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Buff,Buff_Shengmingzengjia,[d73e1a]处于生命值提升，承疗量增加状态[-],1,0,1,1,0
317,70,内息澎湃生命提升,内息澎湃生命提升，承疗增加,107,0,0,70,0,0,1,0,0,0,0,1,6500,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,0,0,,0,0,lifemax_v_nocur,36244,0,healeffect_v,2118,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Buff,Buff_Shengmingzengjia,[d73e1a]处于生命值提升，承疗量增加状态[-],1,0,1,1,0
317,71,内息澎湃生命提升,内息澎湃生命提升，承疗增加,107,0,0,71,0,0,1,0,0,0,0,1,6500,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,0,0,,0,0,lifemax_v_nocur,36586,0,healeffect_v,2136,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Buff,Buff_Shengmingzengjia,[d73e1a]处于生命值提升，承疗量增加状态[-],1,0,1,1,0
317,72,内息澎湃生命提升,内息澎湃生命提升，承疗增加,107,0,0,72,0,0,1,0,0,0,0,1,6500,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,0,0,,0,0,lifemax_v_nocur,36928,0,healeffect_v,2154,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Buff,Buff_Shengmingzengjia,[d73e1a]处于生命值提升，承疗量增加状态[-],1,0,1,1,0
317,73,内息澎湃生命提升,内息澎湃生命提升，承疗增加,107,0,0,73,0,0,1,0,0,0,0,1,6500,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,0,0,,0,0,lifemax_v_nocur,37270,0,healeffect_v,2172,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Buff,Buff_Shengmingzengjia,[d73e1a]处于生命值提升，承疗量增加状态[-],1,0,1,1,0
317,74,内息澎湃生命提升,内息澎湃生命提升，承疗增加,107,0,0,74,0,0,1,0,0,0,0,1,6500,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,0,0,,0,0,lifemax_v_nocur,39781,0,healeffect_v,2190,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Buff,Buff_Shengmingzengjia,[d73e1a]处于生命值提升，承疗量增加状态[-],1,0,1,1,0
317,75,内息澎湃生命提升,内息澎湃生命提升，承疗增加,107,0,0,75,0,0,1,0,0,0,0,1,6500,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,0,0,,0,0,lifemax_v_nocur,40142,0,healeffect_v,2208,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Buff,Buff_Shengmingzengjia,[d73e1a]处于生命值提升，承疗量增加状态[-],1,0,1,1,0
317,76,内息澎湃生命提升,内息澎湃生命提升，承疗增加,107,0,0,76,0,0,1,0,0,0,0,1,6500,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,0,0,,0,0,lifemax_v_nocur,40504,0,healeffect_v,2226,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Buff,Buff_Shengmingzengjia,[d73e1a]处于生命值提升，承疗量增加状态[-],1,0,1,1,0
317,77,内息澎湃生命提升,内息澎湃生命提升，承疗增加,107,0,0,77,0,0,1,0,0,0,0,1,6500,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,0,0,,0,0,lifemax_v_nocur,40866,0,healeffect_v,2244,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Buff,Buff_Shengmingzengjia,[d73e1a]处于生命值提升，承疗量增加状态[-],1,0,1,1,0
317,78,内息澎湃生命提升,内息澎湃生命提升，承疗增加,107,0,0,78,0,0,1,0,0,0,0,1,6500,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,0,0,,0,0,lifemax_v_nocur,41227,0,healeffect_v,2262,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Buff,Buff_Shengmingzengjia,[d73e1a]处于生命值提升，承疗量增加状态[-],1,0,1,1,0
317,79,内息澎湃生命提升,内息澎湃生命提升，承疗增加,107,0,0,79,0,0,1,0,0,0,0,1,6500,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,0,0,,0,0,lifemax_v_nocur,43898,0,healeffect_v,2280,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Buff,Buff_Shengmingzengjia,[d73e1a]处于生命值提升，承疗量增加状态[-],1,0,1,1,0
317,80,内息澎湃生命提升,内息澎湃生命提升，承疗增加,107,0,0,80,0,0,1,0,0,0,0,1,6500,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,0,0,,0,0,lifemax_v_nocur,44280,0,healeffect_v,2298,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Buff,Buff_Shengmingzengjia,[d73e1a]处于生命值提升，承疗量增加状态[-],1,0,1,1,0
317,81,内息澎湃生命提升,内息澎湃生命提升，承疗增加,107,0,0,81,0,0,1,0,0,0,0,1,6500,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,0,0,,0,0,lifemax_v_nocur,44662,0,healeffect_v,2316,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Buff,Buff_Shengmingzengjia,[d73e1a]处于生命值提升，承疗量增加状态[-],1,0,1,1,0
317,82,内息澎湃生命提升,内息澎湃生命提升，承疗增加,107,0,0,82,0,0,1,0,0,0,0,1,6500,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,0,0,,0,0,lifemax_v_nocur,45043,0,healeffect_v,2334,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Buff,Buff_Shengmingzengjia,[d73e1a]处于生命值提升，承疗量增加状态[-],1,0,1,1,0
317,83,内息澎湃生命提升,内息澎湃生命提升，承疗增加,107,0,0,83,0,0,1,0,0,0,0,1,6500,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,0,0,,0,0,lifemax_v_nocur,45425,0,healeffect_v,2352,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Buff,Buff_Shengmingzengjia,[d73e1a]处于生命值提升，承疗量增加状态[-],1,0,1,1,0
317,84,内息澎湃生命提升,内息澎湃生命提升，承疗增加,107,0,0,84,0,0,1,0,0,0,0,1,6500,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,0,0,,0,0,lifemax_v_nocur,48260,0,healeffect_v,2370,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Buff,Buff_Shengmingzengjia,[d73e1a]处于生命值提升，承疗量增加状态[-],1,0,1,1,0
317,85,内息澎湃生命提升,内息澎湃生命提升，承疗增加,107,0,0,85,0,0,1,0,0,0,0,1,6500,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,0,0,,0,0,lifemax_v_nocur,48662,0,healeffect_v,2388,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Buff,Buff_Shengmingzengjia,[d73e1a]处于生命值提升，承疗量增加状态[-],1,0,1,1,0
317,86,内息澎湃生命提升,内息澎湃生命提升，承疗增加,107,0,0,86,0,0,1,0,0,0,0,1,6500,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,0,0,,0,0,lifemax_v_nocur,49064,0,healeffect_v,2406,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Buff,Buff_Shengmingzengjia,[d73e1a]处于生命值提升，承疗量增加状态[-],1,0,1,1,0
